ConcessionariaRodoviakm,Concessionaria,kmmt,Rodovia,Longitude,Latitude
Fernão Dias.MG-BR381.502.6,Fernão Dias,502.6,MG-BR381,-44.22771963,-20.02103944
Fernão Dias.MG-BR381.502.7,Fernão Dias,502.7,MG-BR381,-44.22829027,-20.02166588
Fernão Dias.MG-BR381.502.8,Fernão Dias,502.8,MG-BR381,-44.22886073,-20.02229212
Fernão Dias.MG-BR381.502.9,Fernão Dias,502.9,MG-BR381,-44.22943137,-20.02291856
Fernão Dias.MG-BR381.503.0,Fernão Dias,503,MG-BR381,-44.22971677,-20.02323188
Fernão Dias.MG-BR381.503.1,Fernão Dias,503.1,MG-BR381,-44.23061284,-20.02422294
Fernão Dias.MG-BR381.503.2,Fernão Dias,503.2,MG-BR381,-44.23122367,-20.02490088
Fernão Dias.MG-BR381.503.3,Fernão Dias,503.3,MG-BR381,-44.23183433,-20.02557862
Fernão Dias.MG-BR381.503.4,Fernão Dias,503.4,MG-BR381,-44.23244516,-20.02625656
Fernão Dias.MG-BR381.503.5,Fernão Dias,503.5,MG-BR381,-44.233056,-20.0269345
Fernão Dias.MG-BR381.503.6,Fernão Dias,503.6,MG-BR381,-44.23366684,-20.02761244
Fernão Dias.MG-BR381.503.7,Fernão Dias,503.7,MG-BR381,-44.23399062,-20.02797179
Fernão Dias.MG-BR381.503.8,Fernão Dias,503.8,MG-BR381,-44.234583,-20.02862925
Fernão Dias.MG-BR381.503.9,Fernão Dias,503.9,MG-BR381,-44.23549916,-20.02964606
Fernão Dias.MG-BR381.504.0,Fernão Dias,504,MG-BR381,-44.23595734,-20.03015457
Fernão Dias.MG-BR381.504.1,Fernão Dias,504.1,MG-BR381,-44.23672895,-20.03070824
Fernão Dias.MG-BR381.504.2,Fernão Dias,504.2,MG-BR381,-44.2376971,-20.03130926
Fernão Dias.MG-BR381.504.3,Fernão Dias,504.3,MG-BR381,-44.2384904,-20.03180174
Fernão Dias.MG-BR381.504.4,Fernão Dias,504.4,MG-BR381,-44.2388873,-20.03204813
Fernão Dias.MG-BR381.504.5,Fernão Dias,504.5,MG-BR381,-44.2400775,-20.032787
Fernão Dias.MG-BR381.504.6,Fernão Dias,504.6,MG-BR381,-44.24087105,-20.03327963
Fernão Dias.MG-BR381.504.7,Fernão Dias,504.7,MG-BR381,-44.2416646,-20.03377226
Fernão Dias.MG-BR381.504.8,Fernão Dias,504.8,MG-BR381,-44.2424579,-20.03426474
Fernão Dias.MG-BR381.504.9,Fernão Dias,504.9,MG-BR381,-44.24325145,-20.03475737
Fernão Dias.MG-BR381.505.0,Fernão Dias,505,MG-BR381,-44.244045,-20.03525
Fernão Dias.MG-BR381.505.1,Fernão Dias,505.1,MG-BR381,-44.24492275,-20.03556082
Fernão Dias.MG-BR381.505.2,Fernão Dias,505.2,MG-BR381,-44.24580051,-20.03587164
Fernão Dias.MG-BR381.505.3,Fernão Dias,505.3,MG-BR381,-44.24667799,-20.03618236
Fernão Dias.MG-BR381.505.4,Fernão Dias,505.4,MG-BR381,-44.24755575,-20.03649318
Fernão Dias.MG-BR381.505.5,Fernão Dias,505.5,MG-BR381,-44.24835448,-20.03677602
Fernão Dias.MG-BR381.505.6,Fernão Dias,505.6,MG-BR381,-44.24931125,-20.03711482
Fernão Dias.MG-BR381.505.7,Fernão Dias,505.7,MG-BR381,-44.25018901,-20.03742564
Fernão Dias.MG-BR381.505.8,Fernão Dias,505.8,MG-BR381,-44.25062775,-20.037581
Fernão Dias.MG-BR381.505.9,Fernão Dias,505.9,MG-BR381,-44.25194425,-20.03804718
Fernão Dias.MG-BR381.506.0,Fernão Dias,506,MG-BR381,-44.25238326,-20.03820264
Fernão Dias.MG-BR381.506.1,Fernão Dias,506.1,MG-BR381,-44.25334401,-20.03851098
Fernão Dias.MG-BR381.506.2,Fernão Dias,506.2,MG-BR381,-44.25462171,-20.03888543
Fernão Dias.MG-BR381.506.3,Fernão Dias,506.3,MG-BR381,-44.25552129,-20.03914907
Fernão Dias.MG-BR381.506.4,Fernão Dias,506.4,MG-BR381,-44.25642115,-20.03941278
Fernão Dias.MG-BR381.506.5,Fernão Dias,506.5,MG-BR381,-44.25731194,-20.03967384
Fernão Dias.MG-BR381.506.6,Fernão Dias,506.6,MG-BR381,-44.25822085,-20.03994022
Fernão Dias.MG-BR381.506.7,Fernão Dias,506.7,MG-BR381,-44.25894964,-20.0401538
Fernão Dias.MG-BR381.506.8,Fernão Dias,506.8,MG-BR381,-44.26002029,-20.04046757
Fernão Dias.MG-BR381.506.9,Fernão Dias,506.9,MG-BR381,-44.26092015,-20.04073128
Fernão Dias.MG-BR381.507.0,Fernão Dias,507,MG-BR381,-44.26182,-20.040995
Fernão Dias.MG-BR381.507.1,Fernão Dias,507.1,MG-BR381,-44.26270169,-20.04130625
Fernão Dias.MG-BR381.507.2,Fernão Dias,507.2,MG-BR381,-44.26360131,-20.04162384
Fernão Dias.MG-BR381.507.3,Fernão Dias,507.3,MG-BR381,-44.26449169,-20.04193816
Fernão Dias.MG-BR381.507.4,Fernão Dias,507.4,MG-BR381,-44.26538235,-20.04225258
Fernão Dias.MG-BR381.507.5,Fernão Dias,507.5,MG-BR381,-44.266273,-20.042567
Fernão Dias.MG-BR381.507.6,Fernão Dias,507.6,MG-BR381,-44.26716365,-20.04288142
Fernão Dias.MG-BR381.507.7,Fernão Dias,507.7,MG-BR381,-44.26800974,-20.0431801
Fernão Dias.MG-BR381.507.8,Fernão Dias,507.8,MG-BR381,-44.26852614,-20.0433624
Fernão Dias.MG-BR381.507.9,Fernão Dias,507.9,MG-BR381,-44.26983535,-20.04382458
Fernão Dias.MG-BR381.508.0,Fernão Dias,508,MG-BR381,-44.27028081,-20.04398184
Fernão Dias.MG-BR381.508.1,Fernão Dias,508.1,MG-BR381,-44.27141314,-20.04469863
Fernão Dias.MG-BR381.508.2,Fernão Dias,508.2,MG-BR381,-44.27175661,-20.04497837
Fernão Dias.MG-BR381.508.3,Fernão Dias,508.3,MG-BR381,-44.27278722,-20.04581773
Fernão Dias.MG-BR381.508.4,Fernão Dias,508.4,MG-BR381,-44.27347436,-20.04637737
Fernão Dias.MG-BR381.508.5,Fernão Dias,508.5,MG-BR381,-44.27399669,-20.04680277
Fernão Dias.MG-BR381.508.6,Fernão Dias,508.6,MG-BR381,-44.27484864,-20.04749663
Fernão Dias.MG-BR381.508.7,Fernão Dias,508.7,MG-BR381,-44.27553578,-20.04805627
Fernão Dias.MG-BR381.508.8,Fernão Dias,508.8,MG-BR381,-44.27619525,-20.04859336
Fernão Dias.MG-BR381.508.9,Fernão Dias,508.9,MG-BR381,-44.27690986,-20.04917537
Fernão Dias.MG-BR381.509.0,Fernão Dias,509,MG-BR381,-44.277597,-20.049735
Fernão Dias.MG-BR381.509.1,Fernão Dias,509.1,MG-BR381,-44.27833054,-20.05028033
Fernão Dias.MG-BR381.509.2,Fernão Dias,509.2,MG-BR381,-44.27906409,-20.05082567
Fernão Dias.MG-BR381.509.3,Fernão Dias,509.3,MG-BR381,-44.27979741,-20.05137083
Fernão Dias.MG-BR381.509.4,Fernão Dias,509.4,MG-BR381,-44.28053096,-20.05191617
Fernão Dias.MG-BR381.509.5,Fernão Dias,509.5,MG-BR381,-44.2812645,-20.0524615
Fernão Dias.MG-BR381.509.6,Fernão Dias,509.6,MG-BR381,-44.28199804,-20.05300683
Fernão Dias.MG-BR381.509.7,Fernão Dias,509.7,MG-BR381,-44.28273159,-20.05355217
Fernão Dias.MG-BR381.509.8,Fernão Dias,509.8,MG-BR381,-44.28346491,-20.05409733
Fernão Dias.MG-BR381.509.9,Fernão Dias,509.9,MG-BR381,-44.28419846,-20.05464267
Fernão Dias.MG-BR381.510.0,Fernão Dias,510,MG-BR381,-44.28468264,-20.05500262
Fernão Dias.MG-BR381.510.1,Fernão Dias,510.1,MG-BR381,-44.28563414,-20.05578924
Fernão Dias.MG-BR381.510.2,Fernão Dias,510.2,MG-BR381,-44.28627993,-20.05634222
Fernão Dias.MG-BR381.510.3,Fernão Dias,510.3,MG-BR381,-44.28703821,-20.05699153
Fernão Dias.MG-BR381.510.4,Fernão Dias,510.4,MG-BR381,-44.28743846,-20.05733425
Fernão Dias.MG-BR381.510.5,Fernão Dias,510.5,MG-BR381,-44.2884425,-20.058194
Fernão Dias.MG-BR381.510.6,Fernão Dias,510.6,MG-BR381,-44.28900409,-20.05867488
Fernão Dias.MG-BR381.510.7,Fernão Dias,510.7,MG-BR381,-44.28969916,-20.05927006
Fernão Dias.MG-BR381.510.8,Fernão Dias,510.8,MG-BR381,-44.29054871,-20.05999753
Fernão Dias.MG-BR381.510.9,Fernão Dias,510.9,MG-BR381,-44.29125086,-20.06059876
Fernão Dias.MG-BR381.511.0,Fernão Dias,511,MG-BR381,-44.29160204,-20.06089947
Fernão Dias.MG-BR381.511.1,Fernão Dias,511.1,MG-BR381,-44.29250793,-20.06192474
Fernão Dias.MG-BR381.511.2,Fernão Dias,511.2,MG-BR381,-44.29306287,-20.06264949
Fernão Dias.MG-BR381.511.3,Fernão Dias,511.3,MG-BR381,-44.2934068,-20.06309867
Fernão Dias.MG-BR381.511.4,Fernão Dias,511.4,MG-BR381,-44.29389518,-20.06373649
Fernão Dias.MG-BR381.511.5,Fernão Dias,511.5,MG-BR381,-44.2947275,-20.0648235
Fernão Dias.MG-BR381.511.6,Fernão Dias,511.6,MG-BR381,-44.29506043,-20.0652583
Fernão Dias.MG-BR381.511.7,Fernão Dias,511.7,MG-BR381,-44.29561536,-20.06598305
Fernão Dias.MG-BR381.511.8,Fernão Dias,511.8,MG-BR381,-44.29639213,-20.06699751
Fernão Dias.MG-BR381.511.9,Fernão Dias,511.9,MG-BR381,-44.29694707,-20.06772226
Fernão Dias.MG-BR381.512.0,Fernão Dias,512,MG-BR381,-44.297502,-20.068447
Fernão Dias.MG-BR381.512.1,Fernão Dias,512.1,MG-BR381,-44.29805467,-20.06917682
Fernão Dias.MG-BR381.512.2,Fernão Dias,512.2,MG-BR381,-44.2984582,-20.06970971
Fernão Dias.MG-BR381.512.3,Fernão Dias,512.3,MG-BR381,-44.29916033,-20.07063691
Fernão Dias.MG-BR381.512.4,Fernão Dias,512.4,MG-BR381,-44.29971333,-20.07136718
Fernão Dias.MG-BR381.512.5,Fernão Dias,512.5,MG-BR381,-44.300266,-20.072097
Fernão Dias.MG-BR381.512.6,Fernão Dias,512.6,MG-BR381,-44.30081867,-20.07282682
Fernão Dias.MG-BR381.512.7,Fernão Dias,512.7,MG-BR381,-44.30137167,-20.07355709
Fernão Dias.MG-BR381.512.8,Fernão Dias,512.8,MG-BR381,-44.30192433,-20.07428691
Fernão Dias.MG-BR381.512.9,Fernão Dias,512.9,MG-BR381,-44.30247733,-20.07501718
Fernão Dias.MG-BR381.513.0,Fernão Dias,513,MG-BR381,-44.30303,-20.075747
Fernão Dias.MG-BR381.513.1,Fernão Dias,513.1,MG-BR381,-44.30358916,-20.07647282
Fernão Dias.MG-BR381.513.2,Fernão Dias,513.2,MG-BR381,-44.30414867,-20.07719909
Fernão Dias.MG-BR381.513.3,Fernão Dias,513.3,MG-BR381,-44.30466892,-20.0778744
Fernão Dias.MG-BR381.513.4,Fernão Dias,513.4,MG-BR381,-44.30526734,-20.07865118
Fernão Dias.MG-BR381.513.5,Fernão Dias,513.5,MG-BR381,-44.3058265,-20.079377
Fernão Dias.MG-BR381.513.6,Fernão Dias,513.6,MG-BR381,-44.30638566,-20.08010282
Fernão Dias.MG-BR381.513.7,Fernão Dias,513.7,MG-BR381,-44.30694517,-20.08082909
Fernão Dias.MG-BR381.513.8,Fernão Dias,513.8,MG-BR381,-44.30750433,-20.08155491
Fernão Dias.MG-BR381.513.9,Fernão Dias,513.9,MG-BR381,-44.30806384,-20.08228118
Fernão Dias.MG-BR381.514.0,Fernão Dias,514,MG-BR381,-44.30834342,-20.08264409
Fernão Dias.MG-BR381.514.1,Fernão Dias,514.1,MG-BR381,-44.30913547,-20.08375932
Fernão Dias.MG-BR381.514.2,Fernão Dias,514.2,MG-BR381,-44.30964826,-20.08451209
Fernão Dias.MG-BR381.514.3,Fernão Dias,514.3,MG-BR381,-44.31016074,-20.08526441
Fernão Dias.MG-BR381.514.4,Fernão Dias,514.4,MG-BR381,-44.31067353,-20.08601718
Fernão Dias.MG-BR381.514.5,Fernão Dias,514.5,MG-BR381,-44.31101674,-20.08652102
Fernão Dias.MG-BR381.514.6,Fernão Dias,514.6,MG-BR381,-44.31169847,-20.08752182
Fernão Dias.MG-BR381.514.7,Fernão Dias,514.7,MG-BR381,-44.31221126,-20.08827459
Fernão Dias.MG-BR381.514.8,Fernão Dias,514.8,MG-BR381,-44.31260078,-20.08884641
Fernão Dias.MG-BR381.514.9,Fernão Dias,514.9,MG-BR381,-44.31323653,-20.08977968
Fernão Dias.MG-BR381.515.0,Fernão Dias,515,MG-BR381,-44.313749,-20.090532
Fernão Dias.MG-BR381.515.1,Fernão Dias,515.1,MG-BR381,-44.31407932,-20.0913556
Fernão Dias.MG-BR381.515.2,Fernão Dias,515.2,MG-BR381,-44.31440984,-20.0921797
Fernão Dias.MG-BR381.515.3,Fernão Dias,515.3,MG-BR381,-44.31474016,-20.0930033
Fernão Dias.MG-BR381.515.4,Fernão Dias,515.4,MG-BR381,-44.31507068,-20.0938274
Fernão Dias.MG-BR381.515.5,Fernão Dias,515.5,MG-BR381,-44.315401,-20.094651
Fernão Dias.MG-BR381.515.6,Fernão Dias,515.6,MG-BR381,-44.31573132,-20.0954746
Fernão Dias.MG-BR381.515.7,Fernão Dias,515.7,MG-BR381,-44.31606184,-20.0962987
Fernão Dias.MG-BR381.515.8,Fernão Dias,515.8,MG-BR381,-44.31639216,-20.0971223
Fernão Dias.MG-BR381.515.9,Fernão Dias,515.9,MG-BR381,-44.31672268,-20.0979464
Fernão Dias.MG-BR381.516.0,Fernão Dias,516,MG-BR381,-44.31688784,-20.0983582
Fernão Dias.MG-BR381.516.1,Fernão Dias,516.1,MG-BR381,-44.31740849,-20.09929419
Fernão Dias.MG-BR381.516.2,Fernão Dias,516.2,MG-BR381,-44.31795325,-20.10009748
Fernão Dias.MG-BR381.516.3,Fernão Dias,516.3,MG-BR381,-44.31840325,-20.10076102
Fernão Dias.MG-BR381.516.4,Fernão Dias,516.4,MG-BR381,-44.31885351,-20.10142496
Fernão Dias.MG-BR381.516.5,Fernão Dias,516.5,MG-BR381,-44.3193035,-20.1020885
Fernão Dias.MG-BR381.516.6,Fernão Dias,516.6,MG-BR381,-44.31975349,-20.10275204
Fernão Dias.MG-BR381.516.7,Fernão Dias,516.7,MG-BR381,-44.32020375,-20.10341598
Fernão Dias.MG-BR381.516.8,Fernão Dias,516.8,MG-BR381,-44.32042875,-20.10374775
Fernão Dias.MG-BR381.516.9,Fernão Dias,516.9,MG-BR381,-44.32110401,-20.10474346
Fernão Dias.MG-BR381.517.0,Fernão Dias,517,MG-BR381,-44.321329,-20.10507523
Fernão Dias.MG-BR381.517.1,Fernão Dias,517.1,MG-BR381,-44.32201599,-20.10595727
Fernão Dias.MG-BR381.517.2,Fernão Dias,517.2,MG-BR381,-44.32247826,-20.10650787
Fernão Dias.MG-BR381.517.3,Fernão Dias,517.3,MG-BR381,-44.32293573,-20.10705276
Fernão Dias.MG-BR381.517.4,Fernão Dias,517.4,MG-BR381,-44.32340251,-20.10760873
Fernão Dias.MG-BR381.517.5,Fernão Dias,517.5,MG-BR381,-44.32385068,-20.10814254
Fernão Dias.MG-BR381.517.6,Fernão Dias,517.6,MG-BR381,-44.32409549,-20.10843413
Fernão Dias.MG-BR381.517.7,Fernão Dias,517.7,MG-BR381,-44.32478876,-20.10925987
Fernão Dias.MG-BR381.518.9,Fernão Dias,518.9,MG-BR381,-44.31791728,-20.10953396
Fernão Dias.MG-BR381.519.0,Fernão Dias,519,MG-BR381,-44.31650347,-20.10960335
Fernão Dias.MG-BR381.518.8,Fernão Dias,518.8,MG-BR381,-44.31837647,-20.10961054
Fernão Dias.MG-BR381.517.8,Fernão Dias,517.8,MG-BR381,-44.32511226,-20.10964519
Fernão Dias.MG-BR381.518.7,Fernão Dias,518.7,MG-BR381,-44.31975239,-20.10983998
Fernão Dias.MG-BR381.519.1,Fernão Dias,519.1,MG-BR381,-44.31590752,-20.10987021
Fernão Dias.MG-BR381.518.6,Fernão Dias,518.6,MG-BR381,-44.32067022,-20.10999304
Fernão Dias.MG-BR381.518.5,Fernão Dias,518.5,MG-BR381,-44.32114734,-20.1100726
Fernão Dias.MG-BR381.518.4,Fernão Dias,518.4,MG-BR381,-44.32250478,-20.11029896
Fernão Dias.MG-BR381.517.9,Fernão Dias,517.9,MG-BR381,-44.32571301,-20.11036073
Fernão Dias.MG-BR381.518.3,Fernão Dias,518.3,MG-BR381,-44.32322997,-20.11041989
Fernão Dias.MG-BR381.519.2,Fernão Dias,519.2,MG-BR381,-44.31451675,-20.110493
Fernão Dias.MG-BR381.518.2,Fernão Dias,518.2,MG-BR381,-44.32433989,-20.11060498
Fernão Dias.MG-BR381.518.0,Fernão Dias,518,MG-BR381,-44.32594401,-20.11063587
Fernão Dias.MG-BR381.519.3,Fernão Dias,519.3,MG-BR381,-44.31402022,-20.11071535
Fernão Dias.MG-BR381.518.1,Fernão Dias,518.1,MG-BR381,-44.32525772,-20.11075804
Fernão Dias.MG-BR381.519.4,Fernão Dias,519.4,MG-BR381,-44.31302656,-20.11116031
Fernão Dias.MG-BR381.519.5,Fernão Dias,519.5,MG-BR381,-44.3120335,-20.111605
Fernão Dias.MG-BR381.519.6,Fernão Dias,519.6,MG-BR381,-44.31104044,-20.11204969
Fernão Dias.MG-BR381.519.7,Fernão Dias,519.7,MG-BR381,-44.31004678,-20.11249465
Fernão Dias.MG-BR381.519.8,Fernão Dias,519.8,MG-BR381,-44.30905372,-20.11293935
Fernão Dias.MG-BR381.519.9,Fernão Dias,519.9,MG-BR381,-44.30806006,-20.11338431
Fernão Dias.MG-BR381.520.0,Fernão Dias,520,MG-BR381,-44.30706215,-20.11383366
Fernão Dias.MG-BR381.520.1,Fernão Dias,520.1,MG-BR381,-44.30657082,-20.11430618
Fernão Dias.MG-BR381.520.2,Fernão Dias,520.2,MG-BR381,-44.30607434,-20.11478366
Fernão Dias.MG-BR381.520.3,Fernão Dias,520.3,MG-BR381,-44.30557816,-20.11526084
Fernão Dias.MG-BR381.520.4,Fernão Dias,520.4,MG-BR381,-44.30483359,-20.11597691
Fernão Dias.MG-BR381.520.5,Fernão Dias,520.5,MG-BR381,-44.30437194,-20.11642088
Fernão Dias.MG-BR381.520.6,Fernão Dias,520.6,MG-BR381,-44.30408932,-20.11669268
Fernão Dias.MG-BR381.520.7,Fernão Dias,520.7,MG-BR381,-44.30359284,-20.11717016
Fernão Dias.MG-BR381.520.8,Fernão Dias,520.8,MG-BR381,-44.30309666,-20.11764734
Fernão Dias.MG-BR381.520.9,Fernão Dias,520.9,MG-BR381,-44.30260018,-20.11812482
Fernão Dias.MG-BR381.521.0,Fernão Dias,521,MG-BR381,-44.302104,-20.118602
Fernão Dias.MG-BR381.521.1,Fernão Dias,521.1,MG-BR381,-44.30213839,-20.11937411
Fernão Dias.MG-BR381.521.2,Fernão Dias,521.2,MG-BR381,-44.3021728,-20.12014669
Fernão Dias.MG-BR381.521.3,Fernão Dias,521.3,MG-BR381,-44.30219034,-20.12054029
Fernão Dias.MG-BR381.521.4,Fernão Dias,521.4,MG-BR381,-44.30224161,-20.12169139
Fernão Dias.MG-BR381.521.5,Fernão Dias,521.5,MG-BR381,-44.30227566,-20.12245596
Fernão Dias.MG-BR381.521.6,Fernão Dias,521.6,MG-BR381,-44.3022932,-20.12284956
Fernão Dias.MG-BR381.521.7,Fernão Dias,521.7,MG-BR381,-44.30234067,-20.12391533
Fernão Dias.MG-BR381.521.8,Fernão Dias,521.8,MG-BR381,-44.302362,-20.12439425
Fernão Dias.MG-BR381.521.9,Fernão Dias,521.9,MG-BR381,-44.30241361,-20.12555289
Fernão Dias.MG-BR381.522.0,Fernão Dias,522,MG-BR381,-44.302448,-20.126325
Fernão Dias.MG-BR381.522.1,Fernão Dias,522.1,MG-BR381,-44.30292928,-20.12700103
Fernão Dias.MG-BR381.522.2,Fernão Dias,522.2,MG-BR381,-44.30317022,-20.12733947
Fernão Dias.MG-BR381.522.3,Fernão Dias,522.3,MG-BR381,-44.30389214,-20.12835352
Fernão Dias.MG-BR381.522.4,Fernão Dias,522.4,MG-BR381,-44.30437357,-20.12902976
Fernão Dias.MG-BR381.522.5,Fernão Dias,522.5,MG-BR381,-44.304855,-20.129706
Fernão Dias.MG-BR381.522.6,Fernão Dias,522.6,MG-BR381,-44.30533628,-20.13038203
Fernão Dias.MG-BR381.522.7,Fernão Dias,522.7,MG-BR381,-44.30581786,-20.13105848
Fernão Dias.MG-BR381.522.8,Fernão Dias,522.8,MG-BR381,-44.30629914,-20.13173452
Fernão Dias.MG-BR381.522.9,Fernão Dias,522.9,MG-BR381,-44.30678072,-20.13241097
Fernão Dias.MG-BR381.523.0,Fernão Dias,523,MG-BR381,-44.307262,-20.133087
Fernão Dias.MG-BR381.523.1,Fernão Dias,523.1,MG-BR381,-44.3080694,-20.1334978
Fernão Dias.MG-BR381.523.2,Fernão Dias,523.2,MG-BR381,-44.3088773,-20.13390885
Fernão Dias.MG-BR381.523.3,Fernão Dias,523.3,MG-BR381,-44.3096847,-20.13431965
Fernão Dias.MG-BR381.523.4,Fernão Dias,523.4,MG-BR381,-44.3104926,-20.1347307
Fernão Dias.MG-BR381.523.5,Fernão Dias,523.5,MG-BR381,-44.31125958,-20.13512093
Fernão Dias.MG-BR381.523.6,Fernão Dias,523.6,MG-BR381,-44.3121074,-20.1355523
Fernão Dias.MG-BR381.523.7,Fernão Dias,523.7,MG-BR381,-44.3129153,-20.13596335
Fernão Dias.MG-BR381.523.8,Fernão Dias,523.8,MG-BR381,-44.3137227,-20.13637415
Fernão Dias.MG-BR381.523.9,Fernão Dias,523.9,MG-BR381,-44.3145306,-20.1367852
Fernão Dias.MG-BR381.524.0,Fernão Dias,524,MG-BR381,-44.315338,-20.137196
Fernão Dias.MG-BR381.524.1,Fernão Dias,524.1,MG-BR381,-44.31590856,-20.13788293
Fernão Dias.MG-BR381.524.2,Fernão Dias,524.2,MG-BR381,-44.31647947,-20.13857028
Fernão Dias.MG-BR381.524.3,Fernão Dias,524.3,MG-BR381,-44.31705003,-20.13925722
Fernão Dias.MG-BR381.524.4,Fernão Dias,524.4,MG-BR381,-44.31762094,-20.13994457
Fernão Dias.MG-BR381.524.5,Fernão Dias,524.5,MG-BR381,-44.3181915,-20.1406315
Fernão Dias.MG-BR381.524.6,Fernão Dias,524.6,MG-BR381,-44.31876206,-20.14131843
Fernão Dias.MG-BR381.524.7,Fernão Dias,524.7,MG-BR381,-44.31920722,-20.14185439
Fernão Dias.MG-BR381.524.8,Fernão Dias,524.8,MG-BR381,-44.31967538,-20.14241803
Fernão Dias.MG-BR381.524.9,Fernão Dias,524.9,MG-BR381,-44.32036019,-20.14324251
Fernão Dias.MG-BR381.525.0,Fernão Dias,525,MG-BR381,-44.32075972,-20.14372353
Fernão Dias.MG-BR381.525.1,Fernão Dias,525.1,MG-BR381,-44.32143026,-20.14461543
Fernão Dias.MG-BR381.525.2,Fernão Dias,525.2,MG-BR381,-44.32202066,-20.14545588
Fernão Dias.MG-BR381.525.3,Fernão Dias,525.3,MG-BR381,-44.32250834,-20.14615012
Fernão Dias.MG-BR381.525.4,Fernão Dias,525.4,MG-BR381,-44.32275218,-20.14649723
Fernão Dias.MG-BR381.525.5,Fernão Dias,525.5,MG-BR381,-44.32327916,-20.14724741
Fernão Dias.MG-BR381.525.6,Fernão Dias,525.6,MG-BR381,-44.3238255,-20.14802513
Fernão Dias.MG-BR381.525.7,Fernão Dias,525.7,MG-BR381,-44.32445966,-20.14892788
Fernão Dias.MG-BR381.525.8,Fernão Dias,525.8,MG-BR381,-44.32494734,-20.14962212
Fernão Dias.MG-BR381.525.9,Fernão Dias,525.9,MG-BR381,-44.32543532,-20.15031677
Fernão Dias.MG-BR381.526.0,Fernão Dias,526,MG-BR381,-44.325923,-20.151011
Fernão Dias.MG-BR381.526.1,Fernão Dias,526.1,MG-BR381,-44.32614655,-20.1514608
Fernão Dias.MG-BR381.526.2,Fernão Dias,526.2,MG-BR381,-44.32648199,-20.15213573
Fernão Dias.MG-BR381.526.3,Fernão Dias,526.3,MG-BR381,-44.32704075,-20.15326001
Fernão Dias.MG-BR381.526.4,Fernão Dias,526.4,MG-BR381,-44.32741349,-20.15400998
Fernão Dias.MG-BR381.526.5,Fernão Dias,526.5,MG-BR381,-44.327786,-20.1547595
Fernão Dias.MG-BR381.526.6,Fernão Dias,526.6,MG-BR381,-44.32815851,-20.15550902
Fernão Dias.MG-BR381.526.7,Fernão Dias,526.7,MG-BR381,-44.32853125,-20.15625899
Fernão Dias.MG-BR381.526.8,Fernão Dias,526.8,MG-BR381,-44.32890375,-20.15700851
Fernão Dias.MG-BR381.526.9,Fernão Dias,526.9,MG-BR381,-44.32927649,-20.15775848
Fernão Dias.MG-BR381.527.0,Fernão Dias,527,MG-BR381,-44.329649,-20.158508
Fernão Dias.MG-BR381.527.1,Fernão Dias,527.1,MG-BR381,-44.32981822,-20.15907302
Fernão Dias.MG-BR381.527.2,Fernão Dias,527.2,MG-BR381,-44.33002781,-20.15977286
Fernão Dias.MG-BR381.527.3,Fernão Dias,527.3,MG-BR381,-44.33040647,-20.1610372
Fernão Dias.MG-BR381.527.4,Fernão Dias,527.4,MG-BR381,-44.33065906,-20.16188061
Fernão Dias.MG-BR381.530.0,Fernão Dias,530,MG-BR381,-44.348361,-20.162191
Fernão Dias.MG-BR381.530.1,Fernão Dias,530.1,MG-BR381,-44.349101,-20.16223949
Fernão Dias.MG-BR381.529.9,Fernão Dias,529.9,MG-BR381,-44.3475388,-20.16226738
Fernão Dias.MG-BR381.530.2,Fernão Dias,530.2,MG-BR381,-44.34974843,-20.16228191
Fernão Dias.MG-BR381.530.3,Fernão Dias,530.3,MG-BR381,-44.35113529,-20.16237279
Fernão Dias.MG-BR381.529.8,Fernão Dias,529.8,MG-BR381,-44.346305,-20.162382
Fernão Dias.MG-BR381.529.7,Fernão Dias,529.7,MG-BR381,-44.3458939,-20.16242019
Fernão Dias.MG-BR381.530.4,Fernão Dias,530.4,MG-BR381,-44.35206043,-20.16243341
Fernão Dias.MG-BR381.530.5,Fernão Dias,530.5,MG-BR381,-44.352985,-20.162494
Fernão Dias.MG-BR381.529.6,Fernão Dias,529.6,MG-BR381,-44.3450712,-20.16249662
Fernão Dias.MG-BR381.530.6,Fernão Dias,530.6,MG-BR381,-44.35390986,-20.16255461
Fernão Dias.MG-BR381.529.5,Fernão Dias,529.5,MG-BR381,-44.344249,-20.162573
Fernão Dias.MG-BR381.530.7,Fernão Dias,530.7,MG-BR381,-44.35483471,-20.16261521
Fernão Dias.MG-BR381.530.8,Fernão Dias,530.8,MG-BR381,-44.35575929,-20.16267579
Fernão Dias.MG-BR381.529.4,Fernão Dias,529.4,MG-BR381,-44.3430152,-20.16268762
Fernão Dias.MG-BR381.527.5,Fernão Dias,527.5,MG-BR381,-44.3309115,-20.1627235
Fernão Dias.MG-BR381.530.9,Fernão Dias,530.9,MG-BR381,-44.35668443,-20.16273641
Fernão Dias.MG-BR381.529.3,Fernão Dias,529.3,MG-BR381,-44.34235764,-20.16274871
Fernão Dias.MG-BR381.531.0,Fernão Dias,531,MG-BR381,-44.35733129,-20.1627788
Fernão Dias.MG-BR381.529.2,Fernão Dias,529.2,MG-BR381,-44.3413708,-20.16284038
Fernão Dias.MG-BR381.529.1,Fernão Dias,529.1,MG-BR381,-44.3409592,-20.16287862
