concessionaria;mes_ano;sentido;praca;tipo_de_cobranca;categoria;tipo_de_veiculo;volume_total;multiplicador_de_tarifa;volume_veiculo_equivalente
"CONCEBRA";"01/08/2015";"Crescente";"Praça 10 BR-262/MG km: 736,90 Sentido 1: Oeste  Sentido 2: Leste";"N/I";"Veículo Passeio 3 eixos ";"Passeio";224.00;1.50;336.00
"CONCEBRA";"01/08/2015";"Decrescente";"Praça 10 BR-262/MG km: 736,90 Sentido 1: Oeste  Sentido 2: Leste";"N/I";"Veículo Passeio 3 eixos ";"Passeio";202.00;1.50;303.00
"CONCEBRA";"01/08/2015";"Crescente";"Praça 10 BR-262/MG km: 736,90 Sentido 1: Oeste  Sentido 2: Leste";"N/I";"Veículo Comercial 3 eixos ";"Comercial";6552.00;3.00;19656.00
"CONCEBRA";"01/08/2015";"Decrescente";"Praça 10 BR-262/MG km: 736,90 Sentido 1: Oeste  Sentido 2: Leste";"N/I";"Veículo Comercial 3 eixos ";"Comercial";5850.00;3.00;17550.00
"CONCEBRA";"01/08/2015";"Crescente";"Praça 10 BR-262/MG km: 736,90 Sentido 1: Oeste  Sentido 2: Leste";"N/I";"Veículo Passeio 4 eixos ";"Passeio";30.00;2.00;60.00
"CONCEBRA";"01/08/2015";"Decrescente";"Praça 10 BR-262/MG km: 736,90 Sentido 1: Oeste  Sentido 2: Leste";"N/I";"Veículo Passeio 4 eixos ";"Passeio";34.00;2.00;68.00
"CONCEBRA";"01/08/2015";"Crescente";"Praça 10 BR-262/MG km: 736,90 Sentido 1: Oeste  Sentido 2: Leste";"N/I";"Veículo Comercial 4 eixos ";"Comercial";3578.00;4.00;14312.00
"CONCEBRA";"01/08/2015";"Decrescente";"Praça 10 BR-262/MG km: 736,90 Sentido 1: Oeste  Sentido 2: Leste";"N/I";"Veículo Comercial 4 eixos ";"Comercial";3788.00;4.00;15152.00
"CONCEBRA";"01/08/2015";"Crescente";"Praça 10 BR-262/MG km: 736,90 Sentido 1: Oeste  Sentido 2: Leste";"N/I";"Veículo Comercial 5 eixos ";"Comercial";2340.00;5.00;11700.00
"CONCEBRA";"01/08/2015";"Decrescente";"Praça 10 BR-262/MG km: 736,90 Sentido 1: Oeste  Sentido 2: Leste";"N/I";"Veículo Comercial 5 eixos ";"Comercial";2560.00;5.00;12800.00
"CONCEBRA";"01/08/2015";"Crescente";"Praça 10 BR-262/MG km: 736,90 Sentido 1: Oeste  Sentido 2: Leste";"N/I";"Veículo Comercial 6 eixos ";"Comercial";5282.00;6.00;31692.00
"CONCEBRA";"01/08/2015";"Decrescente";"Praça 10 BR-262/MG km: 736,90 Sentido 1: Oeste  Sentido 2: Leste";"N/I";"Veículo Comercial 6 eixos ";"Comercial";5962.00;6.00;35772.00
"CONCEBRA";"01/08/2015";"Crescente";"Praça 10 BR-262/MG km: 736,90 Sentido 1: Oeste  Sentido 2: Leste";"N/I";"Moto";"Moto";412.00;0.50;206.00
"CONCEBRA";"01/08/2015";"Decrescente";"Praça 10 BR-262/MG km: 736,90 Sentido 1: Oeste  Sentido 2: Leste";"N/I";"Moto";"Moto";391.00;0.50;195.50
"CONCEBRA";"01/08/2015";"Crescente";"Praça 10 BR-262/MG km: 736,90 Sentido 1: Oeste  Sentido 2: Leste";"N/I";"Veículo Comercial 7 eixos ";"Comercial";940.00;7.00;6580.00
"CONCEBRA";"01/08/2015";"Decrescente";"Praça 10 BR-262/MG km: 736,90 Sentido 1: Oeste  Sentido 2: Leste";"N/I";"Veículo Comercial 7 eixos ";"Comercial";1766.00;7.00;12362.00
"CONCEBRA";"01/08/2015";"Crescente";"Praça 10 BR-262/MG km: 736,90 Sentido 1: Oeste  Sentido 2: Leste";"N/I";"Veículo Comercial 8 eixos ";"Comercial";128.00;8.00;1024.00
"CONCEBRA";"01/08/2015";"Decrescente";"Praça 10 BR-262/MG km: 736,90 Sentido 1: Oeste  Sentido 2: Leste";"N/I";"Veículo Comercial 8 eixos ";"Comercial";173.00;8.00;1384.00
"CONCEBRA";"01/08/2015";"Crescente";"Praça 10 BR-262/MG km: 736,90 Sentido 1: Oeste  Sentido 2: Leste";"N/I";"Veículo Comercial 9 eixos ";"Comercial";211.00;9.00;1899.00
"CONCEBRA";"01/08/2015";"Decrescente";"Praça 10 BR-262/MG km: 736,90 Sentido 1: Oeste  Sentido 2: Leste";"N/I";"Veículo Comercial 9 eixos ";"Comercial";280.00;9.00;2520.00
"CONCEBRA";"01/08/2015";"Crescente";"Praça 10 BR-262/MG km: 736,90 Sentido 1: Oeste  Sentido 2: Leste";"N/I";"Veículo Comercial 10 eixos ";"Comercial";0.00;10.00;0.00
"CONCEBRA";"01/08/2015";"Decrescente";"Praça 10 BR-262/MG km: 736,90 Sentido 1: Oeste  Sentido 2: Leste";"N/I";"Veículo Comercial 10 eixos ";"Comercial";0.00;10.00;0.00
"CONCEBRA";"01/08/2015";"Crescente";"Praça 10 BR-262/MG km: 736,90 Sentido 1: Oeste  Sentido 2: Leste";"N/I";"Veículo Comercial Acima 10 eixos";"Comercial";6.00;10.00;60.00
"CONCEBRA";"01/08/2015";"Decrescente";"Praça 10 BR-262/MG km: 736,90 Sentido 1: Oeste  Sentido 2: Leste";"N/I";"Veículo Comercial Acima 10 eixos";"Comercial";2.00;10.00;20.00
"CONCEBRA";"01/08/2015";"Crescente";"Praça 11 BR-262/MG km: 863,50 Sentido 1: Oeste  Sentido 2: Leste";"N/I";"Veículo Passeio 2 eixos ";"Passeio";17657.00;1.00;17657.00
"CONCEBRA";"01/08/2015";"Decrescente";"Praça 11 BR-262/MG km: 863,50 Sentido 1: Oeste  Sentido 2: Leste";"N/I";"Veículo Passeio 2 eixos ";"Passeio";19663.00;1.00;19663.00
"CONCEBRA";"01/08/2015";"Crescente";"Praça 11 BR-262/MG km: 863,50 Sentido 1: Oeste  Sentido 2: Leste";"N/I";"Veículo Comercial 2 eixos ";"Comercial";4463.00;2.00;8926.00
"CONCEBRA";"01/08/2015";"Decrescente";"Praça 11 BR-262/MG km: 863,50 Sentido 1: Oeste  Sentido 2: Leste";"N/I";"Veículo Comercial 2 eixos ";"Comercial";1834.00;2.00;3668.00
"CONCEBRA";"01/08/2015";"Crescente";"Praça 11 BR-262/MG km: 863,50 Sentido 1: Oeste  Sentido 2: Leste";"N/I";"Veículo Passeio 3 eixos ";"Passeio";177.00;1.50;265.50
"CONCEBRA";"01/08/2015";"Decrescente";"Praça 11 BR-262/MG km: 863,50 Sentido 1: Oeste  Sentido 2: Leste";"N/I";"Veículo Passeio 3 eixos ";"Passeio";191.00;1.50;286.50
"CONCEBRA";"01/08/2015";"Crescente";"Praça 11 BR-262/MG km: 863,50 Sentido 1: Oeste  Sentido 2: Leste";"N/I";"Veículo Comercial 3 eixos ";"Comercial";1751.00;3.00;5253.00
"CONCEBRA";"01/08/2015";"Decrescente";"Praça 11 BR-262/MG km: 863,50 Sentido 1: Oeste  Sentido 2: Leste";"N/I";"Veículo Comercial 3 eixos ";"Comercial";1886.00;3.00;5658.00
"CONCEBRA";"01/08/2015";"Crescente";"Praça 11 BR-262/MG km: 863,50 Sentido 1: Oeste  Sentido 2: Leste";"N/I";"Veículo Passeio 4 eixos ";"Passeio";19.00;2.00;38.00
"CONCEBRA";"01/08/2015";"Decrescente";"Praça 11 BR-262/MG km: 863,50 Sentido 1: Oeste  Sentido 2: Leste";"N/I";"Veículo Passeio 4 eixos ";"Passeio";21.00;2.00;42.00
"CONCEBRA";"01/08/2015";"Crescente";"Praça 11 BR-262/MG km: 863,50 Sentido 1: Oeste  Sentido 2: Leste";"N/I";"Veículo Comercial 4 eixos ";"Comercial";900.00;4.00;3600.00
"CONCEBRA";"01/08/2015";"Decrescente";"Praça 11 BR-262/MG km: 863,50 Sentido 1: Oeste  Sentido 2: Leste";"N/I";"Veículo Comercial 4 eixos ";"Comercial";870.00;4.00;3480.00
"CONCEBRA";"01/08/2015";"Crescente";"Praça 11 BR-262/MG km: 863,50 Sentido 1: Oeste  Sentido 2: Leste";"N/I";"Veículo Comercial 5 eixos ";"Comercial";463.00;5.00;2315.00
"CONCEBRA";"01/08/2015";"Decrescente";"Praça 11 BR-262/MG km: 863,50 Sentido 1: Oeste  Sentido 2: Leste";"N/I";"Veículo Comercial 5 eixos ";"Comercial";806.00;5.00;4030.00
"CONCEBRA";"01/08/2015";"Crescente";"Praça 11 BR-262/MG km: 863,50 Sentido 1: Oeste  Sentido 2: Leste";"N/I";"Veículo Comercial 6 eixos ";"Comercial";878.00;6.00;5268.00
"CONCEBRA";"01/08/2015";"Decrescente";"Praça 11 BR-262/MG km: 863,50 Sentido 1: Oeste  Sentido 2: Leste";"N/I";"Veículo Comercial 6 eixos ";"Comercial";1323.00;6.00;7938.00
"CONCEBRA";"01/08/2015";"Crescente";"Praça 11 BR-262/MG km: 863,50 Sentido 1: Oeste  Sentido 2: Leste";"N/I";"Moto";"Moto";521.00;0.50;260.50
"CONCEBRA";"01/08/2015";"Decrescente";"Praça 11 BR-262/MG km: 863,50 Sentido 1: Oeste  Sentido 2: Leste";"N/I";"Moto";"Moto";493.00;0.50;246.50
"CONCEBRA";"01/08/2015";"Crescente";"Praça 11 BR-262/MG km: 863,50 Sentido 1: Oeste  Sentido 2: Leste";"N/I";"Veículo Comercial 7 eixos ";"Comercial";244.00;7.00;1708.00
"CONCEBRA";"01/08/2015";"Decrescente";"Praça 11 BR-262/MG km: 863,50 Sentido 1: Oeste  Sentido 2: Leste";"N/I";"Veículo Comercial 7 eixos ";"Comercial";613.00;7.00;4291.00
"CONCEBRA";"01/08/2015";"Crescente";"Praça 11 BR-262/MG km: 863,50 Sentido 1: Oeste  Sentido 2: Leste";"N/I";"Veículo Comercial 8 eixos ";"Comercial";44.00;8.00;352.00
"CONCEBRA";"01/08/2015";"Decrescente";"Praça 11 BR-262/MG km: 863,50 Sentido 1: Oeste  Sentido 2: Leste";"N/I";"Veículo Comercial 8 eixos ";"Comercial";99.00;8.00;792.00
"CONCEBRA";"01/08/2015";"Crescente";"Praça 11 BR-262/MG km: 863,50 Sentido 1: Oeste  Sentido 2: Leste";"N/I";"Veículo Comercial 9 eixos ";"Comercial";237.00;9.00;2133.00
"CONCEBRA";"01/08/2015";"Decrescente";"Praça 11 BR-262/MG km: 863,50 Sentido 1: Oeste  Sentido 2: Leste";"N/I";"Veículo Comercial 9 eixos ";"Comercial";308.00;9.00;2772.00
"CONCEBRA";"01/08/2015";"Crescente";"Praça 11 BR-262/MG km: 863,50 Sentido 1: Oeste  Sentido 2: Leste";"N/I";"Veículo Comercial 10 eixos ";"Comercial";0.00;10.00;0.00
"CONCEBRA";"01/08/2015";"Decrescente";"Praça 11 BR-262/MG km: 863,50 Sentido 1: Oeste  Sentido 2: Leste";"N/I";"Veículo Comercial 10 eixos ";"Comercial";0.00;10.00;0.00
"CONCEBRA";"01/08/2015";"Crescente";"Praça 11 BR-262/MG km: 863,50 Sentido 1: Oeste  Sentido 2: Leste";"N/I";"Veículo Comercial Acima 10 eixos";"Comercial";2.00;10.00;20.00
"CONCEBRA";"01/08/2015";"Decrescente";"Praça 11 BR-262/MG km: 863,50 Sentido 1: Oeste  Sentido 2: Leste";"N/I";"Veículo Comercial Acima 10 eixos";"Comercial";7.00;10.00;70.00
"CONCEBRA";"01/09/2015";"Decrescente";"Praça 01 BR-060/GO km: 43,00 Sentido 1: Sul  Sentido 2: Norte";"N/I";"Veículo Passeio 2 eixos ";"Passeio";203696.00;1.00;203696.00
"CONCEBRA";"01/09/2015";"Crescente";"Praça 01 BR-060/GO km: 43,00 Sentido 1: Sul  Sentido 2: Norte";"N/I";"Veículo Passeio 2 eixos ";"Passeio";207803.00;1.00;207803.00
"CONCEBRA";"01/09/2015";"Decrescente";"Praça 01 BR-060/GO km: 43,00 Sentido 1: Sul  Sentido 2: Norte";"N/I";"Veículo Comercial 2 eixos ";"Comercial";22387.00;2.00;44774.00
"CONCEBRA";"01/09/2015";"Crescente";"Praça 01 BR-060/GO km: 43,00 Sentido 1: Sul  Sentido 2: Norte";"N/I";"Veículo Comercial 2 eixos ";"Comercial";18111.00;2.00;36222.00
"CONCEBRA";"01/09/2015";"Decrescente";"Praça 01 BR-060/GO km: 43,00 Sentido 1: Sul  Sentido 2: Norte";"N/I";"Veículo Passeio 3 eixos ";"Passeio";3445.00;1.50;5167.50
"CONCEBRA";"01/09/2015";"Crescente";"Praça 01 BR-060/GO km: 43,00 Sentido 1: Sul  Sentido 2: Norte";"N/I";"Veículo Passeio 3 eixos ";"Passeio";1793.00;1.50;2689.50
"CONCEBRA";"01/09/2015";"Decrescente";"Praça 01 BR-060/GO km: 43,00 Sentido 1: Sul  Sentido 2: Norte";"N/I";"Veículo Comercial 3 eixos ";"Comercial";12162.00;3.00;36486.00
"CONCEBRA";"01/09/2015";"Crescente";"Praça 01 BR-060/GO km: 43,00 Sentido 1: Sul  Sentido 2: Norte";"N/I";"Veículo Comercial 3 eixos ";"Comercial";15166.00;3.00;45498.00
"CONCEBRA";"01/09/2015";"Decrescente";"Praça 01 BR-060/GO km: 43,00 Sentido 1: Sul  Sentido 2: Norte";"N/I";"Veículo Passeio 4 eixos ";"Passeio";176.00;2.00;352.00
"CONCEBRA";"01/09/2015";"Crescente";"Praça 01 BR-060/GO km: 43,00 Sentido 1: Sul  Sentido 2: Norte";"N/I";"Veículo Passeio 4 eixos ";"Passeio";189.00;2.00;378.00
"CONCEBRA";"01/09/2015";"Decrescente";"Praça 01 BR-060/GO km: 43,00 Sentido 1: Sul  Sentido 2: Norte";"N/I";"Veículo Comercial 4 eixos ";"Comercial";7697.00;4.00;30788.00
"CONCEBRA";"01/09/2015";"Crescente";"Praça 01 BR-060/GO km: 43,00 Sentido 1: Sul  Sentido 2: Norte";"N/I";"Veículo Comercial 4 eixos ";"Comercial";7475.00;4.00;29900.00
"CONCEBRA";"01/09/2015";"Decrescente";"Praça 01 BR-060/GO km: 43,00 Sentido 1: Sul  Sentido 2: Norte";"N/I";"Veículo Comercial 5 eixos ";"Comercial";4261.00;5.00;21305.00
"CONCEBRA";"01/09/2015";"Crescente";"Praça 01 BR-060/GO km: 43,00 Sentido 1: Sul  Sentido 2: Norte";"N/I";"Veículo Comercial 5 eixos ";"Comercial";4691.00;5.00;23455.00
"CONCEBRA";"01/09/2015";"Decrescente";"Praça 01 BR-060/GO km: 43,00 Sentido 1: Sul  Sentido 2: Norte";"N/I";"Veículo Comercial 6 eixos ";"Comercial";7432.00;6.00;44592.00
"CONCEBRA";"01/09/2015";"Crescente";"Praça 01 BR-060/GO km: 43,00 Sentido 1: Sul  Sentido 2: Norte";"N/I";"Veículo Comercial 6 eixos ";"Comercial";6612.00;6.00;39672.00
"CONCEBRA";"01/09/2015";"Decrescente";"Praça 01 BR-060/GO km: 43,00 Sentido 1: Sul  Sentido 2: Norte";"N/I";"Moto";"Moto";5477.00;0.50;2738.50
"CONCEBRA";"01/09/2015";"Crescente";"Praça 01 BR-060/GO km: 43,00 Sentido 1: Sul  Sentido 2: Norte";"N/I";"Moto";"Moto";5509.00;0.50;2754.50
"CONCEBRA";"01/09/2015";"Decrescente";"Praça 01 BR-060/GO km: 43,00 Sentido 1: Sul  Sentido 2: Norte";"N/I";"Veículo Comercial 7 eixos ";"Comercial";3453.00;7.00;24171.00
"CONCEBRA";"01/09/2015";"Crescente";"Praça 01 BR-060/GO km: 43,00 Sentido 1: Sul  Sentido 2: Norte";"N/I";"Veículo Comercial 7 eixos ";"Comercial";2204.00;7.00;15428.00
"CONCEBRA";"01/09/2015";"Decrescente";"Praça 01 BR-060/GO km: 43,00 Sentido 1: Sul  Sentido 2: Norte";"N/I";"Veículo Comercial 8 eixos ";"Comercial";91.00;8.00;728.00
"CONCEBRA";"01/09/2015";"Crescente";"Praça 01 BR-060/GO km: 43,00 Sentido 1: Sul  Sentido 2: Norte";"N/I";"Veículo Comercial 8 eixos ";"Comercial";76.00;8.00;608.00
"CONCEBRA";"01/09/2015";"Decrescente";"Praça 01 BR-060/GO km: 43,00 Sentido 1: Sul  Sentido 2: Norte";"N/I";"Veículo Comercial 9 eixos ";"Comercial";1951.00;9.00;17559.00
"CONCEBRA";"01/09/2015";"Crescente";"Praça 01 BR-060/GO km: 43,00 Sentido 1: Sul  Sentido 2: Norte";"N/I";"Veículo Comercial 9 eixos ";"Comercial";1564.00;9.00;14076.00
"CONCEBRA";"01/09/2015";"Decrescente";"Praça 01 BR-060/GO km: 43,00 Sentido 1: Sul  Sentido 2: Norte";"N/I";"Veículo Comercial 10 eixos ";"Comercial";0.00;10.00;0.00
"CONCEBRA";"01/09/2015";"Crescente";"Praça 01 BR-060/GO km: 43,00 Sentido 1: Sul  Sentido 2: Norte";"N/I";"Veículo Comercial 10 eixos ";"Comercial";0.00;10.00;0.00
"CONCEBRA";"01/09/2015";"Decrescente";"Praça 01 BR-060/GO km: 43,00 Sentido 1: Sul  Sentido 2: Norte";"N/I";"Veículo Comercial Acima 10 eixos";"Comercial";2.00;10.00;20.00
"CONCEBRA";"01/09/2015";"Crescente";"Praça 01 BR-060/GO km: 43,00 Sentido 1: Sul  Sentido 2: Norte";"N/I";"Veículo Comercial Acima 10 eixos";"Comercial";1.00;10.00;10.00
"CONCEBRA";"01/09/2015";"Crescente";"Praça 02 BR-060/GO km: 107,90 Sentido 1: Sul  Sentido 2: Norte";"N/I";"Veículo Passeio 2 eixos ";"Passeio";394608.00;1.00;394608.00
"CONCEBRA";"01/09/2015";"Decrescente";"Praça 02 BR-060/GO km: 107,90 Sentido 1: Sul  Sentido 2: Norte";"N/I";"Veículo Passeio 2 eixos ";"Passeio";394419.00;1.00;394419.00
"CONCEBRA";"01/09/2015";"Crescente";"Praça 02 BR-060/GO km: 107,90 Sentido 1: Sul  Sentido 2: Norte";"N/I";"Veículo Comercial 2 eixos ";"Comercial";35547.00;2.00;71094.00
"CONCEBRA";"01/09/2015";"Decrescente";"Praça 02 BR-060/GO km: 107,90 Sentido 1: Sul  Sentido 2: Norte";"N/I";"Veículo Comercial 2 eixos ";"Comercial";34521.00;2.00;69042.00
"CONCEBRA";"01/09/2015";"Crescente";"Praça 02 BR-060/GO km: 107,90 Sentido 1: Sul  Sentido 2: Norte";"N/I";"Veículo Passeio 3 eixos ";"Passeio";3718.00;1.50;5577.00
"CONCEBRA";"01/09/2015";"Decrescente";"Praça 02 BR-060/GO km: 107,90 Sentido 1: Sul  Sentido 2: Norte";"N/I";"Veículo Passeio 3 eixos ";"Passeio";3903.00;1.50;5854.50
"CONCEBRA";"01/09/2015";"Crescente";"Praça 02 BR-060/GO km: 107,90 Sentido 1: Sul  Sentido 2: Norte";"N/I";"Veículo Comercial 3 eixos ";"Comercial";20952.00;3.00;62856.00
"CONCEBRA";"01/09/2015";"Decrescente";"Praça 02 BR-060/GO km: 107,90 Sentido 1: Sul  Sentido 2: Norte";"N/I";"Veículo Comercial 3 eixos ";"Comercial";20777.00;3.00;62331.00
"CONCEBRA";"01/09/2015";"Crescente";"Praça 02 BR-060/GO km: 107,90 Sentido 1: Sul  Sentido 2: Norte";"N/I";"Veículo Passeio 4 eixos ";"Passeio";306.00;2.00;612.00
"CONCEBRA";"01/09/2015";"Decrescente";"Praça 02 BR-060/GO km: 107,90 Sentido 1: Sul  Sentido 2: Norte";"N/I";"Veículo Passeio 4 eixos ";"Passeio";346.00;2.00;692.00
"CONCEBRA";"01/09/2015";"Crescente";"Praça 02 BR-060/GO km: 107,90 Sentido 1: Sul  Sentido 2: Norte";"N/I";"Veículo Comercial 4 eixos ";"Comercial";14543.00;4.00;58172.00
"CONCEBRA";"01/09/2015";"Decrescente";"Praça 02 BR-060/GO km: 107,90 Sentido 1: Sul  Sentido 2: Norte";"N/I";"Veículo Comercial 4 eixos ";"Comercial";11525.00;4.00;46100.00
"CONCEBRA";"01/09/2015";"Crescente";"Praça 02 BR-060/GO km: 107,90 Sentido 1: Sul  Sentido 2: Norte";"N/I";"Veículo Comercial 5 eixos ";"Comercial";8290.00;5.00;41450.00
"CONCEBRA";"01/09/2015";"Decrescente";"Praça 02 BR-060/GO km: 107,90 Sentido 1: Sul  Sentido 2: Norte";"N/I";"Veículo Comercial 5 eixos ";"Comercial";10308.00;5.00;51540.00
"CONCEBRA";"01/09/2015";"Crescente";"Praça 02 BR-060/GO km: 107,90 Sentido 1: Sul  Sentido 2: Norte";"N/I";"Veículo Comercial 6 eixos ";"Comercial";11307.00;6.00;67842.00
"CONCEBRA";"01/09/2015";"Decrescente";"Praça 02 BR-060/GO km: 107,90 Sentido 1: Sul  Sentido 2: Norte";"N/I";"Veículo Comercial 6 eixos ";"Comercial";13692.00;6.00;82152.00
"CONCEBRA";"01/09/2015";"Crescente";"Praça 02 BR-060/GO km: 107,90 Sentido 1: Sul  Sentido 2: Norte";"N/I";"Moto";"Moto";20056.00;0.50;10028.00
"CONCEBRA";"01/09/2015";"Decrescente";"Praça 02 BR-060/GO km: 107,90 Sentido 1: Sul  Sentido 2: Norte";"N/I";"Moto";"Moto";20127.00;0.50;10063.50
"CONCEBRA";"01/09/2015";"Crescente";"Praça 02 BR-060/GO km: 107,90 Sentido 1: Sul  Sentido 2: Norte";"N/I";"Veículo Comercial 7 eixos ";"Comercial";4503.00;7.00;31521.00
"CONCEBRA";"01/09/2015";"Decrescente";"Praça 02 BR-060/GO km: 107,90 Sentido 1: Sul  Sentido 2: Norte";"N/I";"Veículo Comercial 7 eixos ";"Comercial";4782.00;7.00;33474.00
"CONCEBRA";"01/09/2015";"Crescente";"Praça 02 BR-060/GO km: 107,90 Sentido 1: Sul  Sentido 2: Norte";"N/I";"Veículo Comercial 8 eixos ";"Comercial";230.00;8.00;1840.00
"CONCEBRA";"01/09/2015";"Decrescente";"Praça 02 BR-060/GO km: 107,90 Sentido 1: Sul  Sentido 2: Norte";"N/I";"Veículo Comercial 8 eixos ";"Comercial";193.00;8.00;1544.00
"CONCEBRA";"01/09/2015";"Crescente";"Praça 02 BR-060/GO km: 107,90 Sentido 1: Sul  Sentido 2: Norte";"N/I";"Veículo Comercial 9 eixos ";"Comercial";2190.00;9.00;19710.00
"CONCEBRA";"01/09/2015";"Decrescente";"Praça 02 BR-060/GO km: 107,90 Sentido 1: Sul  Sentido 2: Norte";"N/I";"Veículo Comercial 9 eixos ";"Comercial";2915.00;9.00;26235.00
"CONCEBRA";"01/09/2015";"Crescente";"Praça 02 BR-060/GO km: 107,90 Sentido 1: Sul  Sentido 2: Norte";"N/I";"Veículo Comercial 10 eixos ";"Comercial";0.00;10.00;0.00
"CONCEBRA";"01/09/2015";"Decrescente";"Praça 02 BR-060/GO km: 107,90 Sentido 1: Sul  Sentido 2: Norte";"N/I";"Veículo Comercial 10 eixos ";"Comercial";0.00;10.00;0.00
"CONCEBRA";"01/09/2015";"Crescente";"Praça 02 BR-060/GO km: 107,90 Sentido 1: Sul  Sentido 2: Norte";"N/I";"Veículo Comercial Acima 10 eixos";"Comercial";6.00;10.00;60.00
"CONCEBRA";"01/09/2015";"Decrescente";"Praça 02 BR-060/GO km: 107,90 Sentido 1: Sul  Sentido 2: Norte";"N/I";"Veículo Comercial Acima 10 eixos";"Comercial";7.00;10.00;70.00
"CONCEBRA";"01/09/2015";"Crescente";"Praça 03 BR-153/GO km: 553,10 Sentido 1: Sul  Sentido 2: Norte";"N/I";"Veículo Passeio 2 eixos ";"Passeio";129273.00;1.00;129273.00
"CONCEBRA";"01/09/2015";"Decrescente";"Praça 03 BR-153/GO km: 553,10 Sentido 1: Sul  Sentido 2: Norte";"N/I";"Veículo Passeio 2 eixos ";"Passeio";126824.00;1.00;126824.00
"CONCEBRA";"01/09/2015";"Crescente";"Praça 03 BR-153/GO km: 553,10 Sentido 1: Sul  Sentido 2: Norte";"N/I";"Veículo Comercial 2 eixos ";"Comercial";14863.00;2.00;29726.00
"CONCEBRA";"01/09/2015";"Decrescente";"Praça 03 BR-153/GO km: 553,10 Sentido 1: Sul  Sentido 2: Norte";"N/I";"Veículo Comercial 2 eixos ";"Comercial";12240.00;2.00;24480.00
"CONCEBRA";"01/09/2015";"Crescente";"Praça 03 BR-153/GO km: 553,10 Sentido 1: Sul  Sentido 2: Norte";"N/I";"Veículo Passeio 3 eixos ";"Passeio";1912.00;1.50;2868.00
"CONCEBRA";"01/09/2015";"Decrescente";"Praça 03 BR-153/GO km: 553,10 Sentido 1: Sul  Sentido 2: Norte";"N/I";"Veículo Passeio 3 eixos ";"Passeio";1758.00;1.50;2637.00
"CONCEBRA";"01/09/2015";"Crescente";"Praça 03 BR-153/GO km: 553,10 Sentido 1: Sul  Sentido 2: Norte";"N/I";"Veículo Comercial 3 eixos ";"Comercial";16370.00;3.00;49110.00
"CONCEBRA";"01/09/2015";"Decrescente";"Praça 03 BR-153/GO km: 553,10 Sentido 1: Sul  Sentido 2: Norte";"N/I";"Veículo Comercial 3 eixos ";"Comercial";17707.00;3.00;53121.00
"CONCEBRA";"01/09/2015";"Crescente";"Praça 03 BR-153/GO km: 553,10 Sentido 1: Sul  Sentido 2: Norte";"N/I";"Veículo Passeio 4 eixos ";"Passeio";169.00;2.00;338.00
"CONCEBRA";"01/09/2015";"Decrescente";"Praça 03 BR-153/GO km: 553,10 Sentido 1: Sul  Sentido 2: Norte";"N/I";"Veículo Passeio 4 eixos ";"Passeio";164.00;2.00;328.00
"CONCEBRA";"01/09/2015";"Crescente";"Praça 03 BR-153/GO km: 553,10 Sentido 1: Sul  Sentido 2: Norte";"N/I";"Veículo Comercial 4 eixos ";"Comercial";10461.00;4.00;41844.00
"CONCEBRA";"01/09/2015";"Decrescente";"Praça 03 BR-153/GO km: 553,10 Sentido 1: Sul  Sentido 2: Norte";"N/I";"Veículo Comercial 4 eixos ";"Comercial";8538.00;4.00;34152.00
"CONCEBRA";"01/09/2015";"Crescente";"Praça 03 BR-153/GO km: 553,10 Sentido 1: Sul  Sentido 2: Norte";"N/I";"Veículo Comercial 5 eixos ";"Comercial";9260.00;5.00;46300.00
"CONCEBRA";"01/09/2015";"Decrescente";"Praça 03 BR-153/GO km: 553,10 Sentido 1: Sul  Sentido 2: Norte";"N/I";"Veículo Comercial 5 eixos ";"Comercial";11637.00;5.00;58185.00
"CONCEBRA";"01/09/2015";"Crescente";"Praça 03 BR-153/GO km: 553,10 Sentido 1: Sul  Sentido 2: Norte";"N/I";"Veículo Comercial 6 eixos ";"Comercial";13471.00;6.00;80826.00
"CONCEBRA";"01/09/2015";"Decrescente";"Praça 03 BR-153/GO km: 553,10 Sentido 1: Sul  Sentido 2: Norte";"N/I";"Veículo Comercial 6 eixos ";"Comercial";19534.00;6.00;117204.00
"CONCEBRA";"01/09/2015";"Crescente";"Praça 03 BR-153/GO km: 553,10 Sentido 1: Sul  Sentido 2: Norte";"N/I";"Moto";"Moto";3541.00;0.50;1770.50
"CONCEBRA";"01/09/2015";"Decrescente";"Praça 03 BR-153/GO km: 553,10 Sentido 1: Sul  Sentido 2: Norte";"N/I";"Moto";"Moto";3455.00;0.50;1727.50
"CONCEBRA";"01/09/2015";"Crescente";"Praça 03 BR-153/GO km: 553,10 Sentido 1: Sul  Sentido 2: Norte";"N/I";"Veículo Comercial 7 eixos ";"Comercial";1911.00;7.00;13377.00
"CONCEBRA";"01/09/2015";"Decrescente";"Praça 03 BR-153/GO km: 553,10 Sentido 1: Sul  Sentido 2: Norte";"N/I";"Veículo Comercial 7 eixos ";"Comercial";4450.00;7.00;31150.00
"CONCEBRA";"01/09/2015";"Crescente";"Praça 03 BR-153/GO km: 553,10 Sentido 1: Sul  Sentido 2: Norte";"N/I";"Veículo Comercial 8 eixos ";"Comercial";71.00;8.00;568.00
